id,CO2_working_capacity [mL/g]
482,128.3624
483,140.80574
484,62.6462
485,97.197655
486,65.28851
487,118.06418
488,85.08699
489,214.98213
490,202.02214
491,106.064606
492,86.98094
493,92.17405
494,71.40607
495,297.2188
496,139.85287
497,75.466034
498,92.02638
499,72.89181
500,159.10641
501,202.96852
502,98.10824
503,78.25927
504,75.711975
505,95.869316
506,191.76932
507,66.76539
508,137.51128
509,106.67766
510,102.2575
511,169.91554
512,112.130264
513,127.46888
514,78.59579
515,75.20016
516,96.817314
517,128.5661
518,113.944374
519,181.03894
520,169.3698
521,102.55493
522,180.5356
523,179.56108
524,321.46783
525,218.57817
526,105.62785
527,287.05264
528,257.6714
529,113.23645
530,84.425514
531,139.23941
532,213.09467
533,164.96124
534,146.91458
535,62.60491
536,171.39745
537,78.94127
538,179.59583
539,172.50357
540,61.259968
541,275.7612
542,54.77704
543,80.96775
544,323.21173
545,81.58911
546,135.67104
547,74.135414
548,53.83807
549,189.20248
550,175.23616
551,67.599396
552,110.05991
553,158.87393
554,99.93504
555,88.54222
556,78.03053
557,70.69202
558,296.5795
559,74.06116
560,95.51847
561,102.90324
562,86.29011
563,332.58047
564,95.359146
565,94.7149
566,195.85918
567,61.099636
568,149.64594
569,178.28464
570,190.32379
571,252.70912
572,268.31958
573,81.4981
574,177.76292
575,115.85842
576,84.48435
577,120.26074
578,160.95467
579,119.29118
580,194.59924
581,59.91465
582,146.67772
583,88.92762
584,73.36459
585,72.02385
586,107.58845
587,97.49096
588,92.113686
589,73.49136
590,121.45758
591,93.12742
592,106.54698
593,95.16984
594,60.92731
595,143.9633
596,126.815506
597,255.61058
598,80.57161
599,127.0552
600,105.560005
601,98.849
602,165.3118
603,101.10924
604,82.60551
605,61.744503
606,124.41919
607,125.02154
608,152.25624
609,137.9769
610,102.096504
611,66.6783
612,263.78583
613,67.30856
614,189.87395
615,101.554924
616,220.56969
617,59.023582
618,275.3788
619,120.471504
620,313.65445
621,137.51723
622,148.01762
623,103.53174
624,128.8792
625,55.33677
626,111.63217
627,156.09273
628,78.90758
629,77.836555
630,94.0748
631,85.412384
632,84.28875
633,64.68023
634,157.85269
635,91.582794
636,300.77173
637,94.676674
638,344.994
639,254.70131
640,102.20493
641,99.18846
642,151.43579
643,203.63815
644,64.86937
645,107.277275
646,115.02189
647,248.27028
648,164.85097
649,149.27419
650,99.34895
651,88.77436
652,194.73543
653,210.49295
654,61.79423
655,124.53082
656,100.52733
657,224.62561
658,133.42624
659,104.99402
660,148.97429
661,131.0977
662,253.923
663,115.35649
664,147.99338
665,69.64954
666,89.78049
667,72.67507
668,93.09799
669,113.103386
670,72.33997
671,80.81043
672,77.31442
673,96.4668
674,121.924644
675,176.45921
676,121.77343
677,215.58362
678,123.046
679,69.36161
680,175.23892
681,90.42103
682,77.73816
683,183.39754
684,306.04037
685,250.92531
686,362.73135
687,87.95975
688,71.398125
689,134.24655
690,133.829
691,201.84227
692,240.00629
693,99.87057
694,68.42185
695,181.66158
696,72.168846
697,188.74794
698,156.746
699,103.9804
700,187.71869
701,155.14821
702,104.17312
703,151.37773
704,75.169525
705,140.51366
706,85.05596
707,73.376915
708,233.05986
709,85.134514
710,68.386284
711,195.46239
712,202.48964
713,190.55658
714,64.21144
715,93.991234
716,215.4887
717,391.26093
718,69.326416
719,323.08453
720,146.10878
721,157.66312
722,137.07545
723,151.18501
724,106.201866
725,273.29974
726,85.23468
727,159.59552
728,106.367546
729,142.74187
730,68.51295
731,129.53745
732,221.69608
733,82.34288
734,187.2303
735,343.83923
736,53.979614
737,107.624725
738,100.979225
739,147.75626
740,160.31888
741,113.047646
742,111.86442
743,95.0639
744,290.8039
745,83.17697
746,92.39007
747,264.68524
748,248.86888
749,285.56238
750,110.06427
751,165.2941
752,192.33469
753,138.83958
754,178.3049
755,77.29557
756,57.655434
757,90.54586
758,171.27399
759,68.33774
760,206.50153
761,66.72285
762,126.97937
763,178.72449
764,101.24345
765,66.8456
766,77.08511
767,71.228165
768,279.7171
769,108.7482
770,214.98296
771,219.723
772,58.743317
773,282.32834
774,222.55528
775,77.23058
776,157.36098
777,101.16409
778,57.680626
779,172.06528
780,99.10558
781,114.58109
782,142.6902
783,140.40967
784,231.1823
785,85.02309
786,236.50461
787,140.67798
788,109.28015
789,156.44281
790,250.13107
791,117.30585
792,128.75728
793,64.09494
794,225.79669
795,209.52763
796,174.6918
797,69.61281
798,103.045235
799,86.97707
800,87.44501
801,64.07748
802,150.64636
803,317.7784
804,68.48155
805,100.92839
806,110.49094
807,143.37465
808,203.8911
809,65.07466
810,108.18976
811,151.9841
812,75.23654
813,83.75415
814,97.178635
815,249.57574
816,110.857635
817,99.157936
818,154.72105
819,93.61789
820,99.49781
821,99.62685
822,99.26538
823,94.99518
824,213.5196
825,111.12766
826,129.04416
827,95.75376
828,91.5163
829,175.8247
830,157.70224
831,90.57229
832,507.02234
833,122.93752
834,133.33963
835,59.253304
836,124.260506
837,161.07779
838,96.63539
839,70.92518
840,341.86795
841,283.64526
842,314.88885
843,81.17619
844,189.83652
845,51.751614
846,182.39723
847,76.13432
848,187.992
849,125.403435
850,78.731514
851,66.264626
852,77.38007
853,205.46738
854,90.11343
855,57.33211
856,128.6192
857,62.967403
858,187.02731
859,181.75836
860,95.99802
861,88.72249
862,103.096466
863,79.486855
864,131.0863
865,95.74358
866,105.31569
867,80.11756
868,140.13934
869,115.05452
870,58.49965
871,60.31452
872,188.26222
873,163.30006
874,92.573975
875,122.946495
876,180.00124
877,187.35196
878,356.8525
879,69.6941
880,91.90337
881,187.09497
882,123.73003
883,118.23287
884,79.935616
885,131.5768
886,84.401344
887,203.18184
888,78.86741
889,200.41896
890,68.63503
891,161.05576
892,78.1578
893,65.936066
894,115.4066
895,98.46958
896,82.15944
897,173.0551
898,99.31311
899,209.0634
900,97.11103
901,59.766468
902,125.263405
903,77.5863
904,223.53085
905,102.64009
906,95.027214
907,135.81778
908,274.23077
909,196.2174
910,179.79778
911,291.0476
912,121.49293
913,304.7538
914,74.05245
915,144.50832
916,97.929245
917,351.06848
918,111.01572
919,81.12012
920,146.30351
921,127.05136
922,136.15846
923,56.194218
924,67.35314
925,78.86554
926,148.90178
927,121.65426
928,63.80298
929,136.71817
930,111.86401
931,375.8733
932,58.120144
933,270.06766
934,102.69564
935,93.9682
936,79.212456
937,158.27907
938,97.379135
939,379.2293
940,87.38708
941,125.41071
942,81.60492
943,246.72066
944,229.88158
945,56.51357
946,203.28577
947,126.57152
948,73.40564
949,89.308624
950,113.417015
951,111.97189
952,228.22905
953,153.05988
954,171.5308
955,224.26205
956,197.41685
957,305.09875
958,222.2771
959,160.82275
960,171.18097
961,89.229805
962,258.40106
963,251.4488
964,167.51337
965,375.87302
966,116.852295
967,173.52644
968,89.11292
969,97.769585
970,88.90623
971,69.31481
972,123.46972
973,130.46394
974,73.46697
975,101.28462
976,86.07674
977,131.14565
978,65.415596
979,107.44684
980,377.018
981,138.90527
982,112.4824
983,90.86836
984,90.47966
985,578.81036
986,164.62112
987,81.1664
988,175.0239
989,120.34811
990,94.87537
991,72.13652
992,152.5446
993,137.98148
994,90.78878
995,99.16818
996,103.87055
997,158.27536
998,61.818195
999,119.50556
1000,423.6364
1001,91.99334
1002,83.6548
1003,205.16258
1004,81.40817
1005,88.082115
1006,301.42218
1007,179.64096
1008,409.726
1009,224.39265
1010,249.5822
1011,129.88466
1012,106.71674
1013,78.45024
1014,89.89177
1015,210.35416
1016,143.6919
1017,101.15901
1018,121.154
1019,90.868996
1020,210.43011
1021,100.45772
1022,152.85149
1023,55.476982
1024,98.35673
1025,250.68874
1026,209.5454
1027,136.88718
1028,74.99871
1029,178.5128
1030,192.34326
1031,171.19765
1032,164.66623
1033,208.63223
1034,190.23473
1035,109.501335
1036,129.24104
1037,148.06656
1038,278.17853
1039,124.31109
1040,83.2644
1041,214.90912
1042,118.25448
1043,73.48879
1044,57.897274
1045,81.13946
1046,230.34233
1047,98.147255
1048,60.433285
1049,317.0871
1050,128.53148
1051,157.756
1052,75.84338
1053,121.84356
1054,66.95142
1055,249.1132
1056,92.82474
1057,109.45978
1058,125.032295
1059,123.787834
1060,251.79967
1061,94.045555
1062,81.72262
1063,93.66149
1064,62.863403
1065,62.686314
1066,121.69501
1067,91.7604
1068,96.108536
1069,435.26212
1070,233.40222
1071,103.40742
1072,266.99182
1073,59.937897
1074,57.85701
1075,140.39694
1076,113.30997
1077,63.579468
1078,324.04068
1079,137.60695
1080,97.25617
1081,66.04502
1082,50.830555
1083,59.086075
1084,122.71329
1085,141.82176
1086,227.93953
1087,112.199745
1088,141.45572
1089,61.498634
1090,83.415115
1091,106.7068
1092,66.39297
1093,172.75041
1094,261.53168
1095,87.68721
1096,240.8988
1097,219.85938
1098,358.23743
1099,70.675125
1100,93.265335
1101,107.39532
1102,285.14365
1103,91.18518
1104,432.29453
1105,100.05674
1106,198.52176
1107,87.75932
1108,147.29132
1109,96.90677
1110,178.1943
1111,72.13619
1112,136.9051
1113,107.17146
1114,233.89876
1115,247.05199
1116,421.16806
1117,73.907646
1118,81.492775
1119,64.62037
1120,74.27329
1121,128.701
1122,87.36027
1123,87.55347
1124,305.90146
1125,87.52832
1126,106.9623
1127,101.28557
1128,91.1783
1129,272.08145
1130,88.77444
1131,158.30362
1132,162.24422
1133,95.36974
1134,103.52153
1135,157.63013
1136,182.2122
1137,111.46966
1138,129.16634
1139,83.077774
1140,118.9482
1141,197.6147
1142,114.11036
1143,303.46753
1144,72.351105
1145,160.53995
1146,93.61785
1147,110.051186
1148,179.5798
1149,83.85299
1150,103.262184
1151,144.78787
1152,142.4565
1153,209.59908
1154,72.47731
1155,295.3169
1156,78.7293
1157,132.44415
1158,220.58559
1159,165.9527
1160,113.19813
1161,257.45993
1162,147.82288
1163,177.99373
1164,64.61132
1165,96.844986
1166,109.47775
1167,256.99884
1168,287.23444
1169,87.25247
1170,79.77725
1171,75.42839
1172,122.37483
1173,346.91
1174,249.97144
1175,176.1686
1176,85.86664
1177,101.42493
1178,90.42869
1179,243.92375
1180,220.2131
1181,74.223495
1182,90.79428
1183,69.83288
1184,187.91359
1185,70.564606
1186,248.75041
1187,174.03365
1188,168.80846
1189,70.41865
1190,177.81128
1191,154.47716
1192,66.692955
1193,109.048744
1194,61.044582
1195,223.57022
1196,215.39522
1197,113.85222
1198,144.53781
1199,89.440025
1200,138.47638
1201,78.46768
1202,373.95364
1203,89.98592
1204,170.80559
1205,91.58346
1206,106.65191
1207,78.520164
1208,60.372936
1209,233.421
1210,189.58322
1211,101.87721
1212,102.46065
1213,160.45357
1214,78.8326
1215,117.69623
1216,231.47552
1217,110.54722
1218,80.00744
1219,114.99755
1220,183.44206
1221,448.2818
1222,282.19562
1223,156.20357
1224,254.16925
1225,141.42163
1226,171.69125
1227,100.19329
1228,92.79481
1229,138.43213
1230,278.70282
1231,69.95552
1232,102.647865
1233,249.80183
1234,227.88197
1235,190.74709
1236,161.07227
1237,85.20719
1238,65.943565
1239,91.14423
1240,192.77925
1241,79.21508
1242,142.28741
1243,100.6465
1244,89.50799
1245,147.97481
1246,95.197495
1247,108.994965
1248,93.25358
1249,136.07587
1250,150.55035
1251,83.52009
1252,85.35187
1253,149.32214
1254,244.10995
1255,108.698906
1256,221.36002
1257,130.14365
1258,144.06174
1259,87.17793
1260,372.71667
1261,145.99919
1262,116.34745
1263,233.85568
1264,75.95793
1265,219.76657
1266,265.91956
1267,78.06631
1268,75.95952
1269,279.2271
1270,80.095406
1271,70.56507
1272,198.8001
1273,156.9554
1274,72.52659
1275,93.13475
1276,94.902855
1277,199.86546
1278,207.10173
1279,317.57538
1280,142.68228
1281,255.99785
1282,167.69743
1283,73.76459
1284,110.39745
1285,92.486664
1286,111.01241
1287,96.05077
1288,80.45551
1289,547.2753
1290,86.83146
1291,125.16183
1292,405.7412
1293,76.89271
1294,138.19852
1295,262.50293
1296,74.86695
1297,246.14189
1298,97.46235
1299,219.5757
1300,226.81012
1301,176.82141
1302,276.80875
1303,256.25583
1304,102.59396
1305,77.29394
1306,182.64139
1307,95.34906
1308,51.151825
1309,68.80168
1310,82.368225
1311,89.292885
1312,141.16025
1313,115.836464
1314,141.85927
1315,62.8444
1316,84.57955
1317,186.46832
1318,111.01501
1319,111.99651
1320,130.88577
1321,140.28389
1322,222.1243
1323,100.40903
1324,104.37519
1325,77.89474
1326,186.59103
1327,197.02672
1328,88.81738
1329,68.69878
1330,217.41702
1331,64.884865
1332,110.25383
1333,124.35131
1334,143.11856
1335,273.47284
1336,249.26678
1337,66.96257
1338,123.21966
1339,87.017784
1340,249.32565
1341,343.35602
1342,335.5169
1343,226.13179
1344,104.1324
1345,272.86307
1346,269.03677
1347,80.36245
1348,83.46434
1349,146.67702
1350,139.52809
1351,74.23544
1352,221.38246
1353,91.43906
1354,194.26137
1355,302.7737
1356,237.86511
1357,121.03767
1358,68.8091
1359,420.2339
1360,101.207405
1361,209.14984
1362,152.41792
1363,195.69513
1364,70.05651
1365,96.91918
1366,73.38605
1367,110.82681
1368,106.71067
1369,59.06184
1370,91.09168
1371,108.08344
1372,188.12204
1373,70.59115
1374,428.22305
1375,181.4384
1376,88.82922
1377,190.16162
1378,91.49882
1379,188.45647
1380,104.88068
1381,76.05897
1382,107.8058
1383,79.23745
1384,334.4515
1385,71.66702
1386,103.29643
1387,290.15714
1388,145.36168
1389,102.26991
1390,116.90414
1391,82.68275
1392,140.6395
1393,127.940315
1394,177.12677
1395,71.38939
1396,162.17639
1397,78.153824
1398,339.03445
1399,143.40974
1400,146.60562
1401,88.6155
1402,71.829834
1403,274.9206
1404,68.898895
1405,155.90819
1406,64.42632
1407,61.428116
1408,106.61181
1409,368.99838
1410,81.84116
1411,292.22693
1412,129.93636
1413,105.58802
1414,222.56415
1415,95.91167
1416,177.07385
1417,76.50123
1418,111.743904
1419,129.07011
1420,130.11006
1421,82.11461
1422,152.31009
1423,124.79486
1424,367.95297
1425,155.9702
1426,264.95718
1427,216.96239
1428,68.11182
1429,74.96058
1430,136.31973
1431,142.8282
1432,253.15573
1433,214.21588
1434,127.06618
1435,87.28677
1436,217.85237
1437,96.664024
1438,81.326515
1439,274.66708
1440,63.09592
1441,59.99693
1442,129.69305
1443,100.41955
1444,78.52705
1445,131.19417
1446,118.2937
1447,105.74728
1448,124.89468
1449,122.55484
1450,159.42047
1451,108.02521
1452,94.643715
1453,99.36379
1454,310.8458
1455,155.15237
1456,97.41884
1457,82.249626
1458,108.32891
1459,101.72664
1460,60.352295
1461,337.76392
1462,267.61197
1463,210.84221
1464,96.98722
1465,74.24995
1466,170.13023
1467,130.26483
1468,221.46707
1469,90.14727
1470,98.45986
1471,157.76543
1472,197.42216
1473,103.74533
1474,71.310875
1475,206.76797
1476,110.65466
1477,84.23856
1478,63.68083
1479,79.961754
1480,128.3575
1481,371.98743
1482,106.13064
1483,147.60365
1484,75.171555
1485,92.38769
1486,140.72142
1487,220.91397
1488,108.849785
1489,164.95717
1490,146.95703
1491,77.47149
1492,419.8502
1493,83.34023
1494,145.20952
1495,85.17618
1496,125.269135
1497,286.23267
1498,283.4392
1499,126.525665
1500,114.170204
1501,86.68381
1502,258.58896
1503,111.75163
1504,299.94547
1505,132.36884
1506,79.49454
1507,159.94511
1508,151.06763
1509,68.73807
1510,89.95205
1511,83.01842
1512,100.46203
1513,74.58927
1514,261.1654
1515,60.51952
1516,151.91397
1517,75.49267
1518,97.04744
1519,171.9713
1520,86.10928
1521,64.020226
1522,78.90077
1523,197.54926
1524,213.64282
1525,69.04075
1526,62.83537
1527,69.132225
1528,364.35477
1529,244.50897
1530,154.8386
1531,209.61494
1532,77.42181
1533,203.83698
1534,96.77044
1535,133.20418
1536,76.27058
1537,122.09985
1538,113.76134
1539,138.33507
1540,70.44542
1541,154.89018
1542,285.00732
1543,107.94248
1544,93.128204
1545,87.46019
1546,237.99245
1547,135.94868
1548,133.7727
1549,84.79788
1550,111.40453
1551,110.28544
1552,262.72482
1553,101.658905
1554,65.48169
1555,152.45827
1556,89.45173
1557,156.7449
1558,74.91449
1559,133.2571
1560,79.02115
1561,134.26271
1562,266.8828
1563,200.72702
1564,349.9128
1565,82.67769
1566,81.505516
1567,82.0377
1568,71.868835
1569,71.0462
1570,75.66011
1571,187.96921
1572,132.10286
1573,114.03431
1574,127.60224
1575,104.80965
1576,75.083664
1577,179.52238
1578,174.2257
1579,260.1911
1580,90.62245
1581,101.25631
1582,279.7193
1583,102.07852
1584,153.29192
1585,92.91355
1586,102.79527
1587,129.95074
1588,77.9346
1589,122.70135
1590,124.8125
1591,80.441864
1592,217.27373
1593,128.62245
1594,123.79616
1595,243.69865
1596,169.37694
1597,156.72313
1598,219.61542
1599,106.61119
1600,337.23175
1601,100.8799
1602,205.57057
1603,294.2345
1604,118.77873
1605,252.85321
1606,69.2608
1607,73.816444
1608,80.51168
1609,134.99522
1610,83.792534
1611,98.05516
1612,141.74698
1613,66.53823
1614,105.79589
1615,109.44232
1616,94.26145
1617,127.2995
1618,54.49477
1619,127.28399
1620,140.78038
1621,411.90323
1622,204.22673
1623,307.10883
1624,67.950676
1625,129.33371
1626,74.6898
1627,334.41135
1628,182.53575
1629,104.09398
1630,116.31881
1631,78.32821
1632,184.15001
1633,197.9714
1634,99.53676
1635,74.79971
1636,104.85924
1637,147.84508
1638,105.27366
1639,132.82127
1640,132.6713
1641,80.42508
1642,127.35128
1643,77.22999
1644,243.63547
1645,103.49143
1646,84.84459
1647,68.04641
1648,132.82144
1649,237.85146
1650,139.16872
1651,297.65842
1652,69.41772
1653,220.9245
1654,258.83127
1655,79.54807
1656,141.8957
1657,153.9499
1658,142.80252
1659,81.0684
1660,147.54712
1661,122.6857
1662,70.78138
1663,224.89423
1664,65.16099
1665,281.9939
1666,98.91543
1667,82.16004
1668,219.9416
1669,140.34427
1670,112.33566
1671,206.67166
1672,256.62903
1673,75.89539
1674,120.6147
1675,216.93471
1676,177.20242
1677,178.53528
1678,97.17851
1679,114.61812
1680,117.28743
1681,114.0285
1682,157.97269
1683,246.16551
1684,85.22803
1685,283.97885
1686,110.91802
1687,76.61631
1688,208.14925
1689,200.22086
1690,81.93697
1691,307.4358
1692,73.11293
1693,79.33115
1694,140.47589
1695,133.19283
1696,107.96068
1697,118.59388
1698,80.00083
1699,83.36078
1700,84.57866
1701,120.30566
1702,120.03011
1703,93.32907
1704,287.1185
1705,79.9547
1706,118.890396
1707,158.22627
1708,136.88225
1709,87.373604
1710,326.35175
1711,80.23235
1712,63.179516
1713,75.23275
1714,105.76452
1715,141.86115
1716,66.04357
1717,162.47551
1718,129.54245
1719,57.428047
1720,164.26979
1721,167.59747
1722,140.72734
1723,254.39774
1724,174.50514
1725,199.05817
1726,71.286415
1727,133.26042
1728,284.24533
1729,386.7438
1730,244.00789
1731,81.360344
1732,177.46452
1733,55.006687
1734,125.045456
1735,215.15088
1736,62.582058
1737,89.12499
1738,65.356735
1739,72.861916
1740,111.401054
1741,95.03258
1742,215.2397
1743,85.59735
1744,138.6429
1745,203.99194
1746,250.16766
1747,138.86446
1748,284.2201
1749,98.90509
1750,138.69368
1751,208.64774
1752,129.63358
1753,258.10413
1754,91.810814
1755,188.46541
1756,68.31717
1757,123.92252
1758,148.33238
1759,231.86336
1760,106.187706
1761,331.84448
1762,60.880295
1763,121.17551
1764,137.38643
1765,91.142944
1766,100.056984
1767,159.59048
1768,286.6147
1769,72.635895
1770,72.09239
1771,72.53365
1772,155.02365
1773,68.274796
1774,136.13657
1775,66.282936
1776,163.14603
1777,276.32617
1778,77.49999
1779,77.90288
1780,229.80518
1781,80.45759
1782,157.45633
1783,71.880005
1784,62.010677
1785,70.03798
1786,173.7723
1787,75.86842
1788,57.049156
1789,210.53256
1790,182.54189
1791,334.105
1792,97.70536
1793,147.39192
1794,86.68401
1795,68.61051
1796,176.96445
1797,114.72671
1798,92.91723
1799,89.32052
1800,171.20244
1801,119.73957
1802,59.782734
1803,103.88984
1804,198.89142
1805,74.70072
1806,67.35718
1807,247.57344
1808,119.981255
1809,54.560528
1810,158.76227
1811,195.90639
1812,99.40267
1813,151.05785
1814,337.7247
1815,64.479744
1816,158.34915
1817,56.332645
1818,81.51333
1819,183.78194
1820,111.17681
1821,154.3229
1822,63.312973
1823,69.99089
1824,85.411446
1825,106.507355
1826,122.796745
1827,217.55542
1828,64.40328
1829,211.81393
1830,60.469593
1831,70.413956
1832,178.15384
1833,93.92577
1834,146.57251
1835,61.14772
1836,72.39811
1837,265.15457
1838,164.64574
1839,114.94825
1840,102.83797
1841,215.59238
1842,395.39676
1843,84.55668
1844,154.45215
1845,218.02567
1846,189.628
1847,185.1765
1848,111.208405
1849,78.62786
1850,155.71515
1851,168.80151
1852,342.53067
1853,182.87167
1854,101.658295
1855,125.29461
1856,84.1948
1857,65.14263
1858,96.99673
1859,232.31581
1860,205.9185
1861,98.76831
1862,82.69916
1863,70.98262
1864,147.75414
1865,80.97004
1866,93.6276
1867,67.28117
1868,83.66369
1869,78.94241
1870,133.3914
1871,244.87735
1872,298.65503
1873,128.56126
